Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2015,10/11/2015,11/10/2015 16:38:00,DOMINGO,-21.24642450,-45.02017990,TENTADO,BENS / VALORES DE TRANSEUNTE,BRIGA / ATRITO
2015,10/15/2015,15/10/2015 20:00:00,QUINTA-FEIRA,-21.25477540,-44.98709610,CONSUMADO,BENS / VALORES DE TRANSEUNTE,ACAO DE GANGUES / FACCOES CRIMINOSAS
2015,10/17/2015,17/10/2015 00:30:00,SÁBADO,-21.22604440,-45.04735250,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,10/18/2015,18/10/2015 23:00:00,DOMINGO,-21.25397630,-44.98463670,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,10/22/2015,22/10/2015 21:37:00,QUINTA-FEIRA,-21.21014420,-44.98883180,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2015,10/24/2015,24/10/2015 21:12:00,SÁBADO,-21.25098610,-44.99732300,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,10/24/2015,24/10/2015 21:00:00,SÁBADO,-21.24676320,-44.99233630,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2015,10/25/2015,25/10/2015 00:41:00,DOMINGO,-21.23408010,-44.99603250,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,10/26/2015,26/10/2015 00:30:00,SEGUNDA-FEIRA,-21.24659930,-45.00145760,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,10/26/2015,26/10/2015 21:10:00,SEGUNDA-FEIRA,-21.23568830,-45.01114860,CONSUMADO,BENS / VALORES DE MOTORISTA / COBRADOR DE TRANSPORTE COLETIVO,IGNORADO
2015,10/28/2015,28/10/2015 13:20:00,QUARTA-FEIRA,-21.24885760,-45.00882160,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,11/6/2015,06/11/2015 23:02:00,SEXTA-FEIRA,-21.26147210,-44.99771720,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,11/9/2015,09/11/2015 22:20:00,SEGUNDA-FEIRA,-21.22385280,-45.00470130,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,11/10/2015,10/11/2015 00:55:00,TERÇA-FEIRA,-21.24560180,-45.01355650,TENTADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2015,11/12/2015,12/11/2015 12:00:00,QUINTA-FEIRA,-21.23844520,-45.00165940,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,11/27/2015,27/11/2015 12:00:00,SEXTA-FEIRA,-21.25949190,-45.00498210,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2015,11/29/2015,29/11/2015 03:00:00,DOMINGO,-21.23808520,-44.99809250,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2015,12/2/2015,02/12/2015 20:15:00,QUARTA-FEIRA,-21.23457090,-45.00960090,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2015,12/4/2015,04/12/2015 20:20:00,SEXTA-FEIRA,-21.24671020,-44.99640580,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2015,12/5/2015,05/12/2015 13:50:00,SÁBADO,-21.22076640,-45.00317720,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,IGNORADO
2015,12/6/2015,06/12/2015 02:45:00,DOMINGO,-21.24466360,-45.00179070,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
2015,12/12/2015,12/12/2015 02:40:00,SÁBADO,-21.25105270,-45.00476140,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
