Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2014,8/28/2014,28/08/2014 21:50:00,QUINTA-FEIRA,-19.62952720,-43.21421970,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,8/29/2014,29/08/2014 23:45:00,SEXTA-FEIRA,-19.67812880,-43.22259870,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2014,8/31/2014,31/08/2014 21:55:00,DOMINGO,-19.64127960,-43.22441280,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,VANTAGEM ECONOMICA
2014,9/2/2014,02/09/2014 00:30:00,TERÇA-FEIRA,-19.65354810,-43.20648700,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,9/3/2014,03/09/2014 22:20:00,QUARTA-FEIRA,-19.62197880,-43.21828840,CONSUMADO,BENS/VALORES DE CLIENTE/VISITANTE DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2014,9/8/2014,08/09/2014 22:15:00,SEGUNDA-FEIRA,-19.64936070,-43.23052540,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2014,9/9/2014,09/09/2014 17:30:00,TERÇA-FEIRA,-19.64151200,-43.22761630,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,9/10/2014,10/09/2014 21:40:00,QUARTA-FEIRA,-19.66768650,-43.20589570,TENTADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,ACAO DE GANGUES / FACCOES CRIMINOSAS
2014,9/11/2014,11/09/2014 15:00:00,QUINTA-FEIRA,-19.62943230,-43.20659970,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,9/14/2014,14/09/2014 19:00:00,DOMINGO,-19.62655220,-43.22108220,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,9/17/2014,17/09/2014 20:45:00,QUARTA-FEIRA,-19.61713350,-43.22647280,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,9/18/2014,18/09/2014 13:40:00,QUINTA-FEIRA,-19.64180030,-43.22674300,CONSUMADO,BENS / VALORES DE TRANSEUNTE,OUTRAS MOTIVACOES/CAUSAS 
2014,9/23/2014,23/09/2014 22:00:00,TERÇA-FEIRA,-19.63758030,-43.22236960,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,9/24/2014,24/09/2014 22:30:00,QUARTA-FEIRA,-19.63026660,-43.21637740,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),VANTAGEM ECONOMICA
2014,9/26/2014,26/09/2014 19:10:00,SEXTA-FEIRA,-19.64974020,-43.21764750,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2014,9/29/2014,29/09/2014 12:30:00,SEGUNDA-FEIRA,-19.64460560,-43.22478480,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,9/30/2014,30/09/2014 11:30:00,TERÇA-FEIRA,-19.63377160,-43.22380570,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,10/5/2014,05/10/2014 23:42:00,DOMINGO,-19.64992330,-43.21106060,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
