Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2016,8/5/2016,05/08/2016 16:35:00,SEXTA-FEIRA,-19.83656200,-43.17695720,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/8/2016,08/08/2016 00:51:00,SEGUNDA-FEIRA,-19.80926750,-43.17853690,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/9/2016,09/08/2016 14:00:00,TERÇA-FEIRA,-19.80869740,-43.17557780,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,IGNORADO
2016,8/10/2016,10/08/2016 21:10:00,QUARTA-FEIRA,-19.81873340,-43.15169790,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/11/2016,11/08/2016 11:00:00,QUINTA-FEIRA,-19.81144940,-43.18434150,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/11/2016,11/08/2016 06:30:00,QUINTA-FEIRA,-19.81400910,-43.17990670,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/14/2016,14/08/2016 05:30:00,DOMINGO,-19.83461960,-43.17309940,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/14/2016,14/08/2016 23:15:00,DOMINGO,-19.80968090,-43.18112130,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/15/2016,15/08/2016 12:00:00,SEGUNDA-FEIRA,-19.80260470,-43.17168500,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/15/2016,15/08/2016 20:00:00,SEGUNDA-FEIRA,-19.80330340,-43.16932410,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/16/2016,16/08/2016 10:30:00,TERÇA-FEIRA,-19.83751140,-43.17935740,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/17/2016,17/08/2016 19:14:00,QUARTA-FEIRA,-19.83643500,-43.12881630,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2016,8/18/2016,18/08/2016 23:00:00,QUINTA-FEIRA,-19.81181980,-43.16337780,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/19/2016,19/08/2016 00:05:00,SEXTA-FEIRA,-19.80854980,-43.18459370,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),IGNORADO
2016,8/19/2016,19/08/2016 03:20:00,SEXTA-FEIRA,-19.81891560,-43.13872260,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),ACAO DE GANGUES / FACCOES CRIMINOSAS
2016,8/19/2016,19/08/2016 19:40:00,SEXTA-FEIRA,-19.82371030,-43.16159110,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/20/2016,20/08/2016 20:00:00,SÁBADO,-19.80959820,-43.17964530,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/22/2016,22/08/2016 20:10:00,SEGUNDA-FEIRA,-19.81463300,-43.16517830,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,8/23/2016,23/08/2016 22:00:00,TERÇA-FEIRA,-19.80982620,-43.18235240,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/25/2016,25/08/2016 00:30:00,QUINTA-FEIRA,-19.84722400,-43.18370030,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/30/2016,30/08/2016 11:35:00,TERÇA-FEIRA,-19.81407910,-43.17920680,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,8/30/2016,30/08/2016 21:30:00,TERÇA-FEIRA,-19.82361160,-43.14157150,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2016,9/1/2016,01/09/2016 18:45:00,QUINTA-FEIRA,-19.80862740,-43.17333080,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2016,9/8/2016,08/09/2016 15:30:00,QUINTA-FEIRA,-19.81022610,-43.19178490,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,IGNORADO
